followers_count,following_count,tweet_count,account_age_days,listed_count,verified,default_profile,default_profile_image,geo_enabled,description_length,avg_tweets_per_day,avg_retweet_ratio,label
23,3280,3911,25,3,0.0,1.0,1,0,2,170.80680634582032,0.8675266989305666,1.0
455,1214,6602,147,3,0.0,1.0,0,0,32,80.54131493373802,0.8450292582605077,1.0
2292,1905,4117,1607,79,0.0,0.0,0,0,107,9.401025489413698,0.38850453463802803,0.0
4780,932,5892,2852,57,1.0,0.0,0,1,131,7.9569761184116015,0.2765495121448707,0.0
923,235,6231,3458,27,0.0,0.0,0,1,52,8.90287386698088,0.21237758341535737,0.0
150,3158,8099,103,0,0.0,1.0,1,0,15,127.49828495347877,0.8761079551618988,1.0
51,4909,13467,22,1,0.0,1.0,1,0,3,114.35738941058578,0.9185252657541414,1.0
708,1125,2525,1925,15,0.0,0.0,0,1,156,6.591854849102559,0.2987504465012203,0.0
4551,279,3440,1250,97,0.0,0.0,0,1,142,7.260481834518956,0.3648270425483987,0.0
112,4145,27708,162,2,0.0,1.0,1,1,17,121.10480747326545,0.7228404343272191,1.0
289,3059,12267,27,0,0.0,1.0,1,0,43,34.13201927793391,0.7890507326274274,1.0
1410,1845,713,446,52,1.0,0.0,0,1,82,8.4510874817704,0.3109686306124293,0.0
4663,452,7776,1204,97,0.0,0.0,0,1,50,10.33770151691545,0.18151496659942637,0.0
1072,568,4753,1193,49,0.0,0.0,1,1,107,15.856857749816935,0.20721090915316404,0.0
394,2954,14147,116,0,0.0,1.0,1,0,26,158.41712003175317,0.7925155157174939,1.0
4562,1147,9595,2849,99,0.0,0.0,0,1,123,9.495718638452423,0.3791378163607879,0.0
417,1947,23813,86,4,0.0,1.0,1,0,16,145.23650083859252,0.8011988514654345,1.0
1967,622,9026,550,30,0.0,0.0,0,0,134,10.514363015911194,0.26683605485211304,0.0
154,238,7455,1419,43,0.0,0.0,0,1,74,1.7528022151329288,0.38355954404740566,0.0
4261,1922,9217,1085,42,0.0,0.0,0,1,80,16.540623011969593,0.34209935752425,0.0
4736,1818,7912,3212,47,0.0,0.0,0,1,121,1.6739728609289983,0.4727267691636231,0.0
3723,1435,1138,1384,27,0.0,0.0,0,1,68,7.604874993103355,0.13621847886835436,0.0
310,3450,23219,33,1,0.0,1.0,1,0,45,155.1916429638377,0.79538013804733,1.0
2251,1572,8429,3595,37,0.0,0.0,0,1,54,6.506556006818201,0.41895000813601346,0.0
1610,1409,9609,2538,94,1.0,0.0,0,1,105,17.46178219164467,0.16492623316955218,0.0
108,1865,37561,177,1,0.0,1.0,1,0,9,196.01247571905026,0.8922138176724534,1.0
536,1377,7965,385,96,0.0,0.0,0,0,112,9.516036953230778,0.1717337015896367,0.0
2245,627,5557,812,24,0.0,0.0,0,1,100,17.819211075125523,0.29883193716891154,0.0
3905,1568,8074,2759,88,0.0,0.0,0,1,147,14.709200577142717,0.4045266570510585,0.0
225,1679,16327,101,1,0.0,1.0,1,0,47,161.456892606759,0.9225823813355921,1.0
2367,1551,2840,1179,21,0.0,0.0,0,1,154,15.382906547367947,0.18843041367505664,0.0
2120,970,2402,2034,13,0.0,0.0,0,1,148,1.546151813668281,0.41717280139016233,0.0
3293,1877,3754,1269,69,0.0,0.0,0,1,76,12.229873313744497,0.13063454282944661,0.0
188,1400,40884,198,1,0.0,1.0,0,0,39,108.88197864615346,0.7052380425736312,1.0
142,2470,48914,82,1,0.0,1.0,0,0,38,162.7156976784448,0.802632278486679,1.0
2518,1290,9034,1709,61,0.0,0.0,0,1,108,4.965811999387311,0.11944052331609854,0.0
1317,600,5531,3284,66,1.0,0.0,0,1,106,1.0738892636138813,0.3758014723043488,0.0
493,4388,30769,147,2,0.0,1.0,1,1,21,60.8997249379839,0.7296352342439121,1.0
3829,368,7485,3382,70,0.0,0.0,0,1,59,6.330717749766761,0.21131869821059227,0.0
4370,423,927,3419,67,0.0,0.0,0,1,58,18.634511638053915,0.14482652554913514,0.0
2935,174,4800,2670,44,1.0,0.0,0,0,69,7.853364485532154,0.4768467756198146,0.0
560,1370,2007,1289,3,0.0,0.0,0,1,82,16.729567663328098,0.38894052808047197,0.0
1470,1340,1603,1348,16,1.0,0.0,0,1,131,9.81572090101832,0.12691413949515185,0.0
3569,1740,2413,642,25,0.0,0.0,0,0,155,18.869748858810404,0.1842978710258747,0.0
3714,1495,4073,1057,3,0.0,0.0,0,1,77,12.787747800487054,0.20066695830336814,0.0
3251,1708,4705,2138,74,0.0,0.0,0,1,87,16.80825829320878,0.4900122946929024,0.0
291,3157,34313,115,0,0.0,1.0,1,0,39,61.33604203822642,0.8604380192828873,1.0
1689,1321,2005,3205,32,0.0,0.0,0,1,136,14.268868071688933,0.427895818911604,0.0
3967,801,5318,1541,36,0.0,0.0,0,1,155,19.08844194609903,0.34198002696800944,0.0
338,707,19565,205,1,0.0,1.0,1,0,6,79.26963126004237,0.7509546700462207,1.0
3389,939,2934,1540,78,0.0,0.0,0,1,110,15.45843966525012,0.23307139081281916,0.0
192,2384,31825,74,0,0.0,1.0,1,1,20,68.72549256598658,0.8096253120686442,1.0
3123,1646,8782,1680,36,0.0,0.0,0,1,94,1.387590142889982,0.24908499759697222,0.0
3331,1101,5423,2647,33,0.0,0.0,0,1,103,17.80825221734129,0.3516463574557709,0.0
148,3925,41843,76,2,0.0,1.0,1,0,26,81.13615815296265,0.797569715997138,1.0
4168,753,2213,2207,95,0.0,0.0,0,1,82,16.068875613024225,0.13152789534302012,0.0
1159,275,8627,2719,19,0.0,0.0,0,0,122,15.42608883410831,0.28844420467952,0.0
252,1537,32846,244,2,0.0,1.0,1,0,27,177.4946368060152,0.8224298134602375,1.0
513,534,5902,1012,44,0.0,0.0,0,1,60,19.24609640412317,0.24545158623855812,0.0
604,444,8755,3025,3,0.0,0.0,0,1,147,13.306569692516653,0.25692600505964414,0.0
3952,1167,6266,517,92,0.0,0.0,0,1,156,4.799829184628042,0.197659187356986,0.0
3652,821,2727,2194,15,0.0,0.0,0,0,50,15.578295724178298,0.23155429036929986,0.0
3520,780,2713,1832,72,0.0,0.0,0,1,112,2.9149941821039747,0.30623494878656565,0.0
3520,1772,8974,1159,11,0.0,0.0,0,0,86,15.662310397454284,0.14454762342829539,0.0
380,4673,45548,246,3,0.0,1.0,1,0,48,176.83177443223994,0.8333052505770329,1.0
174,3058,6555,262,2,0.0,1.0,1,0,23,165.44205561741924,0.9271654174612626,1.0
3479,203,7599,1827,29,0.0,0.0,0,1,91,17.219301240995833,0.41288802960024906,0.0
2227,1441,3447,2188,75,1.0,0.0,0,1,127,5.239956847977518,0.3077266301723616,0.0
3479,1956,6136,422,96,0.0,0.0,0,1,137,5.984520391368513,0.33904480359221967,0.0
161,1171,7269,1069,36,0.0,0.0,0,1,150,17.782438311293948,0.27701897699952527,0.0
498,313,2468,2765,28,0.0,0.0,0,1,89,9.163037891192278,0.3219483992598971,0.0
212,1327,5110,1131,88,1.0,0.0,0,1,111,6.998460814790555,0.28069359965830365,0.0
365,2438,44076,85,1,0.0,1.0,1,0,27,31.385725557372627,0.7192512333005486,1.0
3942,562,6979,2253,78,0.0,0.0,0,0,144,16.538087469242452,0.2117589295112255,0.0
1338,1029,9182,2899,35,0.0,0.0,0,1,81,17.43057072695977,0.3493296744760115,0.0
3158,694,775,496,93,0.0,0.0,0,0,121,10.518393564164132,0.29246246641609175,0.0
321,4341,18400,210,0,0.0,1.0,1,0,17,129.66433586764003,0.804206625981213,1.0
4243,1128,6668,2047,83,0.0,0.0,0,1,83,17.977174682503946,0.3675369779052676,0.0
426,2443,22118,127,4,0.0,1.0,1,0,28,34.06185754215396,0.8776643442667141,1.0
4713,1168,2127,1668,9,0.0,0.0,0,1,55,3.6045113165947464,0.251907085921684,0.0
120,1156,16128,106,3,0.0,1.0,1,1,12,136.04540930320127,0.870897002820483,1.0
465,1435,39367,55,1,0.0,1.0,0,0,32,80.82058602682287,0.8593659072194058,1.0
3276,1442,4168,2155,33,0.0,0.0,0,1,101,2.89356455178131,0.43273420663401274,0.0
435,4855,10505,150,4,0.0,1.0,1,0,12,116.44339631364994,0.706313640422789,1.0
851,1127,6495,796,10,0.0,0.0,0,1,83,1.2043729577617825,0.3964517694222096,0.0
93,2537,27140,194,1,0.0,1.0,1,1,37,91.99570683568557,0.9329948048893453,1.0
4007,484,8809,1905,63,0.0,0.0,0,0,84,15.090622932869387,0.23338780582303897,0.0
67,3767,16630,23,4,0.0,1.0,1,0,9,193.35154029734366,0.7448581930338705,1.0
3905,812,2523,1914,4,0.0,0.0,0,0,92,9.444961520597312,0.4577133889342202,0.0
3691,1784,1590,1102,12,0.0,0.0,0,0,99,19.908042551898923,0.12297950811140611,0.0
1075,499,9336,1782,30,0.0,0.0,0,1,132,5.550001715504822,0.21121757792177537,0.0
54,892,26274,190,4,0.0,1.0,1,0,19,89.12270535089317,0.7711451847619122,1.0
294,4257,18548,134,4,0.0,1.0,1,0,16,128.06384339163472,0.8220363023818164,1.0
312,3053,17874,179,1,0.0,1.0,1,1,25,58.4069433238752,0.9449525434723387,1.0
1511,1342,8936,2379,20,0.0,0.0,0,1,153,3.4255684732916087,0.2935510918688564,0.0
3694,439,6846,415,56,1.0,0.0,0,0,158,18.068871848015835,0.4708784160175772,0.0
3922,1435,161,2353,56,0.0,0.0,0,0,109,9.75582122479011,0.22007546643279682,0.0
1784,1795,1788,1965,44,0.0,0.0,0,0,111,4.541135849372746,0.27315691476381165,0.0
298,4107,32099,18,4,0.0,1.0,1,1,11,42.482702958356526,0.8192153229478185,1.0
490,662,33335,114,3,0.0,1.0,1,1,45,90.51231733132178,0.8393121379046363,1.0
1297,1508,4508,2781,76,1.0,0.0,0,0,131,17.996632558588225,0.21046169486751923,0.0
1698,1218,6278,3263,71,0.0,0.0,0,1,104,4.2234765968345185,0.4364341999536847,0.0
4316,755,3295,2000,53,1.0,0.0,0,0,143,12.78350935343081,0.40906794649715184,0.0
3809,1317,8295,2713,15,1.0,0.0,0,1,138,4.233096513061827,0.38520537687734846,0.0
406,785,38333,245,3,0.0,1.0,1,0,18,64.4970266679169,0.9203477496592242,1.0
4991,1041,4661,1414,70,0.0,0.0,0,1,134,11.040037944009757,0.31812051333153885,0.0
1217,1589,4410,2653,80,0.0,0.0,0,1,98,15.632222849955774,0.44956159840290344,0.0
1933,918,6765,2118,14,0.0,0.0,0,0,76,19.516855101828707,0.4596941197022304,0.0
3968,466,4464,1623,16,0.0,0.0,0,1,141,2.5542556608901066,0.3484113442880833,0.0
284,4252,18392,269,2,0.0,1.0,1,0,35,121.15174565177635,0.7412054707475565,1.0
474,642,15621,266,3,0.0,1.0,1,0,21,150.71650177503807,0.7911011765340593,1.0
408,1449,39826,75,2,0.0,1.0,1,0,2,57.35542437430439,0.7629813425891605,1.0
3508,1268,7840,1746,42,0.0,0.0,0,1,138,14.767577348973253,0.39239491285117445,0.0
370,652,5314,1614,3,0.0,0.0,0,1,101,16.90509041923737,0.14976584859496864,0.0
153,2341,24345,196,4,0.0,1.0,1,0,16,133.94381951684335,0.807238528058136,1.0
340,4406,25594,58,1,0.0,1.0,1,0,12,93.29471294345365,0.7108346833256198,1.0
3574,912,8184,2970,90,0.0,0.0,0,1,105,6.1928145960285335,0.15895631581009326,0.0
762,1987,9268,869,10,0.0,0.0,0,0,142,13.680660272811446,0.12353087969933424,0.0
266,2730,17645,38,4,0.0,1.0,1,0,32,198.73370032747798,0.7592339698556205,1.0
475,905,29060,214,2,0.0,1.0,1,0,32,176.3436137667417,0.9444729644776149,1.0
787,344,1610,2714,73,1.0,0.0,0,1,95,11.8782132488204,0.4956499041446819,0.0
2731,819,8357,1886,33,0.0,0.0,0,0,70,7.930640177012297,0.3095594941448817,0.0
55,3478,40094,115,1,0.0,1.0,1,0,28,27.694029174429616,0.8968521571077255,1.0
1729,1716,8716,2312,33,0.0,0.0,0,1,124,11.223180858378548,0.2304471464335249,0.0
382,4654,45755,219,2,0.0,1.0,0,0,7,101.76819377647206,0.8558426900552243,1.0
201,423,5095,2209,17,0.0,0.0,0,0,110,1.7656275578505785,0.2574049745803984,0.0
730,1496,6122,1738,44,0.0,0.0,0,1,149,4.3416368679947235,0.3128711831642668,0.0
4138,898,5842,2767,39,0.0,0.0,0,1,121,1.7829650599004971,0.25726373094765564,0.0
1978,1224,6486,3568,61,0.0,0.0,0,1,121,4.733253894113463,0.4904390307260008,0.0
58,2085,4956,248,3,0.0,1.0,1,0,0,185.84613248591336,0.7744028561803564,1.0
2206,1065,7382,2716,13,0.0,0.0,0,1,136,19.35820443887872,0.14620798484748876,0.0
222,4566,43616,128,2,0.0,1.0,0,0,14,170.4805469855533,0.8175849036564955,1.0
3587,930,2432,1690,56,0.0,0.0,0,1,90,17.09858855148567,0.1611235374631051,0.0
4730,536,7424,2452,47,0.0,0.0,1,0,139,6.766289213723709,0.41991693253984697,0.0
1902,1955,6641,1270,54,0.0,0.0,0,1,151,8.419092403872515,0.2315702323400693,0.0
50,1446,23634,275,2,0.0,1.0,1,0,29,53.24503330895696,0.815743416286428,1.0
4766,1482,7555,2558,26,0.0,0.0,0,1,138,6.609535636797389,0.10978779544351279,0.0
2199,1090,4581,2520,15,0.0,0.0,0,0,147,2.5471414728652295,0.20924446803483146,0.0
2793,1594,2597,1170,68,0.0,0.0,0,1,79,14.396073652091163,0.20986388538681192,0.0
216,784,38085,243,2,0.0,1.0,0,1,43,99.55376395604883,0.8154307295416727,1.0
3934,1143,6850,990,43,0.0,0.0,0,0,90,5.775578675668516,0.2627855377982482,0.0
3933,1938,7425,3481,5,0.0,0.0,0,0,81,7.527282161992085,0.12109714583696429,0.0
3983,1067,6500,835,25,0.0,0.0,0,1,70,14.231866955653318,0.4408519144694839,0.0
105,4240,36369,210,1,0.0,1.0,1,0,11,63.83112693294705,0.7690568283913183,1.0
162,3291,15559,45,2,0.0,1.0,1,0,44,113.33326386974832,0.811734509341272,1.0
1399,801,7986,3082,24,0.0,0.0,0,1,96,6.868495592042482,0.20885255961407953,0.0
3503,1227,7029,1162,20,0.0,0.0,0,1,158,9.270268184401493,0.373565972971761,0.0
98,4700,37175,48,4,0.0,1.0,0,1,35,36.77806473947652,0.7479160967539519,1.0
1566,616,3594,1849,88,0.0,0.0,0,1,153,5.642896762578381,0.3497896836964125,0.0
3536,852,4980,2676,10,0.0,0.0,0,1,133,13.474887246980494,0.1474552512405649,0.0
3506,158,7128,1263,63,0.0,0.0,0,1,122,7.375755706883776,0.10788725276516478,0.0
1130,1144,732,1748,59,0.0,0.0,0,0,137,6.199239747975504,0.36166862719568327,0.0
1601,185,1828,1484,26,0.0,0.0,0,1,63,8.815862839230693,0.43404116230937095,0.0
3039,1174,1248,2676,3,0.0,0.0,0,0,119,2.294062969516043,0.3057885002568657,0.0
291,1329,3850,289,2,0.0,1.0,0,1,22,179.46242798286147,0.8890152780013844,1.0
3993,541,7321,2944,97,0.0,0.0,0,0,90,19.03674799020263,0.2276394191785836,0.0
4811,1718,6825,2773,75,0.0,0.0,0,1,124,12.278974860508885,0.4762734366206567,0.0
2060,766,8617,2256,9,0.0,0.0,0,1,144,4.833010618468004,0.17569314621583107,0.0
1585,1904,2882,3085,46,0.0,0.0,0,1,155,10.377027234746835,0.1103828575015339,0.0
246,4187,6666,194,0,0.0,1.0,0,1,44,89.56215452010328,0.7487398740083776,1.0
2227,826,4153,2722,78,0.0,0.0,0,1,157,2.0382406834192848,0.25470606365392523,0.0
100,1406,2906,1708,4,0.0,0.0,0,1,85,4.545886028440892,0.1673117055986343,0.0
952,461,2899,2418,9,0.0,0.0,1,1,119,4.424242205736517,0.45039098316419013,0.0
115,4923,11292,169,1,0.0,1.0,1,0,26,72.3710765993832,0.7549219063573704,1.0
1837,1785,2354,1300,29,0.0,0.0,0,1,124,10.574038633249245,0.14175593195403757,0.0
2704,678,4880,687,48,0.0,0.0,0,1,145,17.690996977161156,0.3447011737177657,0.0
3033,968,1775,1917,87,0.0,0.0,0,0,88,2.3959268798817743,0.3712268490256546,0.0
207,1431,11000,107,4,0.0,1.0,1,0,45,108.13228965383139,0.8812455648023991,1.0
2688,1918,5626,3477,60,0.0,0.0,0,1,97,9.726760390951164,0.30137939565009614,0.0
3403,1471,8019,942,2,0.0,0.0,1,1,95,16.985553823142702,0.3493493489118094,0.0
534,531,9262,850,7,0.0,0.0,0,1,87,9.116302384693231,0.15490310414710692,0.0
2633,454,6718,3477,95,0.0,0.0,0,1,142,19.233458320536815,0.1853464218375634,0.0
4595,740,5390,1847,77,0.0,0.0,0,1,82,12.850870408167351,0.3030760889933738,0.0
4838,851,9558,2763,90,0.0,0.0,0,0,121,9.915747886463343,0.3168830571497284,0.0
402,1241,12826,263,1,0.0,1.0,1,0,44,71.50016418101535,0.8512861963613234,1.0
3913,1911,975,677,61,0.0,0.0,0,0,59,4.005620960128589,0.406999619822873,0.0
4441,802,5447,1850,5,0.0,0.0,0,1,81,17.91696576058389,0.3008204105416055,0.0
4472,1617,3065,3614,81,0.0,0.0,0,0,81,17.123685023033328,0.34648669334777915,0.0
123,1403,44299,102,4,0.0,1.0,1,0,36,133.47317334098807,0.7343524675584979,1.0
784,939,5693,1859,62,0.0,0.0,0,1,108,5.059794743425895,0.20386800954205841,0.0
1157,1082,3085,438,2,0.0,0.0,0,1,83,15.858270382364061,0.10988069302421555,0.0
190,4482,44448,253,4,0.0,1.0,1,0,15,127.73235430401954,0.7219914452532644,1.0
1046,1120,3410,2537,84,0.0,0.0,0,0,92,10.022974511662964,0.2623594527575782,0.0
1759,1519,9635,3280,58,0.0,0.0,0,1,67,8.902639395388444,0.4264546324949865,0.0
3349,1581,2055,678,13,0.0,0.0,0,1,127,12.289520137854893,0.12431067868505248,0.0
1705,1906,7130,2464,93,0.0,0.0,0,1,130,9.921217354065401,0.25842010539469185,0.0
1528,1223,5624,2696,47,0.0,0.0,0,0,148,14.545444760586708,0.4232203542896923,0.0
3182,1847,2081,1338,35,0.0,0.0,0,1,118,18.66994690538515,0.1904989545081943,0.0
4981,429,7076,1824,0,0.0,0.0,0,1,60,4.792824581441234,0.4138913882625197,0.0
1588,1134,3470,1231,94,0.0,0.0,0,1,148,18.59435485839748,0.3333987644825847,0.0
4487,1542,4937,962,94,0.0,0.0,0,1,120,13.959803161388589,0.4528371189614998,0.0
1932,615,5374,3173,96,0.0,0.0,0,0,55,10.124702513611737,0.12793060874256731,0.0
2480,1899,1894,1629,35,0.0,0.0,0,0,80,10.692073823705252,0.10466211136201334,0.0
3143,849,9957,3239,85,0.0,0.0,0,1,101,10.33596788163281,0.4845119081056478,0.0
4294,235,7916,2115,89,0.0,0.0,0,0,88,6.041617369326273,0.35298004538365435,0.0
4396,1429,7708,1134,91,0.0,0.0,0,1,141,11.403077696536652,0.4108642889948585,0.0
1295,837,6018,2153,17,0.0,0.0,0,1,93,10.394109223765591,0.47165168667351043,0.0
3480,388,8605,822,90,0.0,0.0,0,1,100,3.2188735165467484,0.19730209701890497,0.0
832,1060,3482,3399,18,0.0,0.0,0,1,72,12.933623962078547,0.15642080131503433,0.0
2684,895,5699,477,12,0.0,0.0,0,1,71,1.8858527025866927,0.3728238057395682,0.0
2554,1630,4855,3583,12,0.0,0.0,0,1,100,15.409956499863117,0.1962313555720666,0.0
903,389,3616,2299,47,0.0,0.0,1,1,146,1.1113694910379635,0.47249277908257936,0.0
536,1901,426,3180,43,0.0,0.0,0,0,82,9.044048393683846,0.28768434010958066,0.0
328,4732,19252,131,2,0.0,1.0,1,0,28,179.31161916500017,0.7218932043165575,1.0
4498,127,182,1510,27,0.0,0.0,0,1,55,7.129937016536704,0.13069041592703476,0.0
3121,1884,3153,2631,59,0.0,0.0,0,1,128,14.979248436422974,0.18589835412307829,0.0
3317,1420,3066,1232,34,0.0,0.0,0,0,67,12.840982944716028,0.17815062877712529,0.0
3202,551,9276,1598,69,0.0,0.0,0,1,124,6.037715334481752,0.19451124746870044,0.0
495,1161,9418,173,0,0.0,1.0,1,0,29,75.62482627167765,0.9393312121318009,1.0
2059,1910,6606,772,73,0.0,0.0,0,1,156,6.99482753487623,0.46999094598613056,0.0
4647,773,3586,3073,65,0.0,0.0,0,0,52,15.375831481731481,0.24108217894936199,0.0
4499,1410,6651,3093,21,0.0,0.0,0,1,158,19.978143615588234,0.16355154743611117,0.0
219,4468,7041,28,3,0.0,1.0,1,0,15,85.7575213696718,0.8459403552194964,1.0
1926,1815,8353,2043,24,0.0,0.0,0,1,83,7.154999837584474,0.390594458575787,0.0
35,743,39756,242,1,0.0,1.0,0,0,28,61.433028440120275,0.8691714083571621,1.0
566,981,9003,2942,27,0.0,0.0,1,0,96,4.534031451501275,0.25292225160255355,0.0
1077,1331,3128,3434,11,0.0,0.0,0,0,109,8.015095989715805,0.17913411785672773,0.0
374,4805,21175,288,2,0.0,1.0,1,0,41,104.49681529861252,0.7999469368855621,1.0
2237,1209,4701,3418,56,0.0,0.0,0,1,109,9.158863159451803,0.1027342711309332,0.0
117,3602,12133,240,1,0.0,1.0,0,0,35,95.04325374022578,0.8989075285743269,1.0
4314,592,4340,1632,55,0.0,0.0,1,0,97,10.712159246381548,0.356577152389282,0.0
325,1083,45565,290,3,0.0,1.0,1,0,24,59.087638970333735,0.9367213610936542,1.0
4499,1761,7078,3402,46,0.0,0.0,0,1,100,7.532492759515419,0.3272620270884209,0.0
2216,660,1720,2539,83,0.0,0.0,0,1,144,17.664737282842545,0.3411090492219818,0.0
2676,290,8584,2010,7,0.0,0.0,0,1,63,18.062374065605724,0.23875504750796944,0.0
3423,959,7539,3554,67,0.0,0.0,0,1,73,7.867341652946634,0.30835805596073645,0.0
4833,352,2460,889,93,0.0,0.0,0,1,90,10.082438486746762,0.21514095882480572,0.0
3468,1484,8369,3198,24,0.0,0.0,0,1,138,12.110857912936536,0.4677650847052708,0.0
396,3156,31988,251,4,0.0,1.0,1,0,31,162.74229047828575,0.8599429302534911,1.0
4562,1182,6671,3171,15,0.0,0.0,0,1,61,10.098054187203488,0.30247377058866953,0.0
4339,525,383,2484,71,0.0,0.0,0,0,53,6.941673948851383,0.4702910923111955,0.0
3361,1976,6208,3401,15,0.0,0.0,0,1,108,2.7482301590441915,0.10109015375705854,0.0
1930,1351,4247,3413,17,0.0,0.0,0,1,107,11.909577639161968,0.22147403881640415,0.0
4303,1112,2923,3461,43,0.0,0.0,1,1,75,8.439789968143161,0.3526661912235075,0.0
284,883,4385,216,2,0.0,1.0,1,0,15,172.3735157379026,0.8586416998362485,1.0
16,4993,15249,213,4,0.0,1.0,0,0,4,73.37619728386625,0.7333516203195533,1.0
3022,468,382,3058,34,0.0,0.0,0,1,133,1.3387087028691846,0.4968204147453186,0.0
2664,714,1141,1789,13,0.0,0.0,0,0,96,2.250694402905037,0.32772220975333266,0.0
93,2976,38679,14,0,0.0,1.0,0,0,46,160.26079719480595,0.8557787100406936,1.0
1616,1133,8033,2371,59,0.0,0.0,0,1,131,3.880285080777264,0.10940971806831855,0.0
76,3471,42886,121,2,0.0,1.0,0,0,3,132.2853075057575,0.7036105260587864,1.0
3160,1788,516,853,72,0.0,0.0,0,1,151,14.445451513555454,0.3757876424493213,0.0
3201,289,5921,741,94,0.0,0.0,0,1,114,19.232395012498525,0.21850710755527816,0.0
16,3663,11942,278,0,0.0,1.0,1,0,42,28.87017500523614,0.8489710845640077,1.0
1663,1262,2265,2980,25,0.0,0.0,0,1,77,16.70004841186784,0.17852805052238008,0.0
3692,1036,4335,1879,36,0.0,0.0,1,1,106,18.11203535625635,0.10100392389086342,0.0
1331,1422,7384,2249,76,0.0,0.0,0,1,67,12.531400960871938,0.44657704342164883,0.0
87,3874,31935,167,3,0.0,1.0,1,1,32,69.00532671763457,0.8818039220046605,1.0
1662,1512,4852,3602,28,0.0,0.0,0,1,147,4.66291407100849,0.1332860540822301,0.0
1375,1348,809,2108,55,0.0,0.0,0,1,53,5.344453537433667,0.2716511831944992,0.0
1212,703,9197,2476,14,0.0,0.0,0,0,73,19.783103488839767,0.29937910424635406,0.0
883,716,408,1136,79,0.0,0.0,0,1,127,3.729205156359265,0.43822641096330306,0.0
3845,421,3232,1207,51,0.0,0.0,0,1,139,15.56029098082354,0.407845425604651,0.0
3653,1283,1063,506,89,0.0,0.0,0,1,156,15.137843845568518,0.4731366359099417,0.0
2964,319,3654,2779,10,0.0,0.0,0,0,102,16.302076585192253,0.24728983011247105,0.0
1955,458,2167,1818,56,0.0,0.0,0,1,130,18.804260253101738,0.28063476510429775,0.0
245,949,2487,2946,32,0.0,0.0,0,0,153,13.154167885149574,0.35241845040253594,0.0
327,3149,13031,97,1,0.0,1.0,1,1,46,111.05135524263062,0.7102943247407539,1.0
4995,967,2936,1792,1,0.0,0.0,1,1,61,6.021021928399529,0.10377487861360497,0.0
57,1895,29132,41,1,0.0,1.0,0,0,38,146.17676108392885,0.9218950121473919,1.0
4727,1257,2241,2680,2,0.0,0.0,0,1,114,18.222650102082216,0.16771284676666742,0.0
3174,897,76,2138,97,0.0,0.0,0,1,62,15.44586687302501,0.43343687358003147,0.0
203,3768,7749,41,0,0.0,1.0,1,0,18,71.22929812886755,0.7708122655693436,1.0
4980,1499,2170,3473,10,0.0,0.0,0,0,127,14.88144003688922,0.17382614671778446,0.0
252,809,41978,284,3,0.0,1.0,0,0,5,192.37453291971838,0.7643512221198414,1.0
3509,1509,8666,2605,83,0.0,0.0,0,0,130,18.97360333974558,0.2647492696498573,0.0
181,1224,4559,1779,1,0.0,0.0,0,1,105,18.77027301088404,0.2836638707284352,0.0
3464,795,8201,975,52,0.0,0.0,0,0,99,9.069219985314488,0.39955862519543217,0.0
3353,432,464,3599,93,0.0,0.0,1,1,139,13.400136143503701,0.4884217034055707,0.0
383,1593,6120,2748,99,0.0,0.0,0,0,127,4.989322034640021,0.2803344564407022,0.0
444,3718,4815,251,1,0.0,1.0,1,1,29,172.7623216475402,0.9141353051721985,1.0
499,4760,22045,141,2,0.0,1.0,1,0,13,109.94430851950166,0.7068920602089613,1.0
4621,1061,3421,2501,97,0.0,0.0,0,1,126,19.61785051646075,0.15297849645250508,0.0
3261,1371,224,3321,72,0.0,0.0,0,1,92,12.087175753435924,0.3388933506661548,0.0
226,2436,41875,93,3,0.0,1.0,1,0,47,74.66572444321041,0.9160176257863671,1.0
336,3001,48682,61,1,0.0,1.0,1,0,40,49.742820237872166,0.8262978071881922,1.0
3356,202,105,2138,41,0.0,0.0,0,1,95,17.306208204802804,0.17893001699169153,0.0
235,2759,33334,79,0,0.0,1.0,1,0,44,118.6303347327097,0.717235153069805,1.0
269,3920,27327,247,3,0.0,1.0,1,1,4,175.83729138142897,0.7278655348958791,1.0
3481,1833,2369,3141,7,0.0,0.0,0,1,138,9.731586824599361,0.42723590738531925,0.0
3776,592,4487,2212,51,0.0,0.0,0,1,144,19.041166534001434,0.45567975464677946,0.0
4886,1176,4370,1255,94,0.0,0.0,0,1,102,9.402847251864584,0.4168013557981588,0.0
350,2741,21659,232,0,0.0,1.0,1,0,23,147.57181986167566,0.8599220255363572,1.0
2632,1314,4095,2840,42,0.0,0.0,0,0,99,10.572128067846505,0.3373861696455046,0.0
1129,911,702,3433,32,0.0,0.0,0,0,96,19.11997713472141,0.3976335737766876,0.0
676,1907,980,924,58,1.0,0.0,0,0,127,17.983273057717895,0.11852594314102789,0.0
2136,1935,2939,1771,99,0.0,0.0,0,1,94,18.72592715021292,0.2734026754862816,0.0
341,2328,40937,180,3,0.0,1.0,1,0,21,159.23310540883296,0.8783817581761493,1.0
337,1515,43596,275,4,0.0,1.0,0,0,7,105.33136234781138,0.7128788064848263,1.0
278,1304,25398,217,3,0.0,1.0,0,0,6,199.65282564660268,0.7448255661854111,1.0
4289,731,9039,2454,0,1.0,0.0,0,0,82,7.981453575638371,0.3175536363917435,0.0
